"表名","字段序号","字段名","标识","主键","类型","占用字节数","长度","小数位数","允许空","默认值","字段说明"
"","10","CostCenterDescript","","","nvarchar","100","50","0","y","",""
"","11","CostCenterCode1","","","nvarchar","100","50","0","y","",""
"","12","CostCenterName","","","nvarchar","100","50","0","y","",""
"","13","ProjectCode","","","nvarchar","100","50","0","y","",""
"","14","ProjectName","","","nvarchar","100","50","0","y","",""
"","15","ProductCode","","","nvarchar","100","50","0","y","",""
"","16","ProductName","","","nvarchar","100","50","0","y","",""
"","17","ActivityTitle","","","nvarchar","100","50","0","y","",""
"","18","ActivityStartDate","","","nvarchar","100","50","0","y","",""
"","19","ActivityEndDate","","","nvarchar","100","50","0","y","",""
"","20","ActualExecutionDate","","","nvarchar","100","50","0","y","",""
"","21","ActualEndDate","","","nvarchar","100","50","0","y","",""
"","22","ExecuteStartDate","","","nvarchar","100","50","0","y","",""
"","23","ExecuteEndDate","","","nvarchar","100","50","0","y","",""
"","24","Amount","","","nvarchar","100","50","0","y","",""
"","25","PayDate","","","datetime","8","23","3","y","",""
"","26","VendorCode","","","nvarchar","100","50","0","y","",""
"","27","VendorName","","","nvarchar","100","50","0","y","",""
"","28","SAPNo","","","nvarchar","100","50","0","y","",""
"","29","Rate","","","nvarchar","100","50","0","y","",""
"","30","EventName","","","nvarchar","100","50","0","y","",""
"","31","ActivityName","","","nvarchar","100","50","0","y","",""
"","32","ApproveStatus","","","nvarchar","100","50","0","y","",""
"","33","IsConfimEvent","","","nvarchar","100","50","0","y","",""
"","34","EventSubmitDate","","","nvarchar","100","50","0","y","",""
"","35","ActivityContent","","","nvarchar","1000","500","0","y","",""
"","36","ActivitySchedule","","","nvarchar","1000","500","0","y","",""
"","37","ActivityPurposeName","","","nvarchar","100","50","0","y","",""
"","38","OtherPurposeDesc","","","nvarchar","1000","500","0","y","",""
"","39","CreateDate","","","datetime","8","23","3","y","",""
"","40","PaymentFolio","","","nvarchar","100","50","0","y","",""
"","41","EMSGuid","","","nvarchar","100","50","0","y","",""
"","42","PaymentDate","","","datetime","8","23","3","y","",""
"","43","PaymentType","","","nvarchar","100","50","0","y","",""
"","44","BillingAmount","","","nvarchar","100","50","0","y","",""
"","45","ActivityNode","","","nvarchar","256","128","0","y","",""
"","46","EIStartDate","","","datetime","8","23","3","y","",""
"","47","LocalName","","","nvarchar","200","100","0","y","",""
"","48","PaymentApproveStatus","","","nvarchar","100","50","0","y","",""
"","49","FinanceDate","","","datetime","8","23","3","y","",""
"","50","PayGuid","","","nvarchar","100","50","0","y","",""
"","51","CancelEventPayment","","","nvarchar","100","50","0","y","",""
"EMS_Mng_PurcharseGroup","1","id","√","√","int","4","10","0","","",""
"","2","UserAD","","","nvarchar","100","50","0","y","","6LSf6LSj5Lq6QUTluJDlj7c="
"","3","UserName","","","nvarchar","100","50","0","y","","6LSf6LSj5Lq65aeT5ZCN"
"","4","PurcGroup","","","nvarchar","100","50","0","y","","6YeH6LSt57uE"
"","5","LinkMan","","","nvarchar","100","50","0","y","",""
"","6","Telephone","","","nvarchar","100","50","0","y","","6IGU57O755S16K+d"
"","7","Fax","","","nvarchar","100","50","0","y","","5Lyg55yf"
"","8","Email","","","nvarchar","100","50","0","y","","6YKu566x"
"","9","RecordStatus","","","int","4","10","0","y","",""
"EMS_Mng_CostCatgory","1","ID","√","√","int","4","10","0","","",""
"","2","ParentID","","","int","4","10","0","y","",""
"","3","Type","","","nvarchar","100","50","0","y","",""
"","4","CostCode","","","nvarchar","100","50","0","y","",""
"","5","CostName","","","nvarchar","100","50","0","y","",""
"","6","Code","","","nvarchar","100","50","0","y","",""
"","7","Name","","","nvarchar","100","50","0","y","",""
"","8","IsCentralPurchase","","","int","4","10","0","y","",""
"","9","Proportion","","","nvarchar","100","50","0","y","","5q+U5L6L"
"","10","Status","","","int","4","10","0","y","",""
"","11","Version","","","int","4","10","0","y","",""
"EventPurchase_BasicInfo","1","ID","√","√","int","4","10","0","","",""
"","2","EMSGuid","","","nvarchar","100","50","0","y","","5rWB56iLR1VJRA=="
"","3","CostType","","","nvarchar","100","50","0","y","","6LS555So57G75YirQ29kZQ=="
"","4","CostName","","","nvarchar","100","50","0","y","","6LS555So57G75Yir5ZCN56ew"
"","5","AssetsCode","","","nvarchar","100","50","0","y","","6LWE5Lqn6YeH6LStQ29kZQ=="
"","6","AssetsName","","","nvarchar","100","50","0","y","","6LWE5Lqn6YeH6LSt5ZCN56ew"
"","7","IsSupplier","","","int","4","10","0","y","",""
"","8","LegalContractNo","","","nvarchar","100","50","0","y","","5rOV5Yqh5ZCI5ZCM5Y2V5Y+3"
"","9","TotalAmount","","","numeric","9","18","2","y","",""
"","10","OrderNo","","","nvarchar","100","50","0","y","","6K6i5Y2V5Y+3"
"","11","SAPNo","","","nvarchar","100","50","0","y","",""
"","12","Description","","","nvarchar","1000","500","0","y","","5o+P6L+w"
"","13","Remark","","","nvarchar","1000","500","0","y","","5aSH5rOo"
"","14","RecordStatus","","","int","4","10","0","y","","54q25oCB"
"","15","CreateDate","","","datetime","8","23","3","y","","5Yib5bu65pe26Ze0"
"","16","ActivityTitle","","","nvarchar","100","50","0","y","",""
"","17","ActivityStartDate","","","datetime","8","23","3","y","",""
"","18","ActivityEndDate","","","datetime","8","23","3","y","",""
"","19","ActivityPurposeCode","","","nvarchar","100","50","0","y","",""
"","20","ActivityPurposeName","","","nvarchar","100","50","0","y","",""
"","21","ActivityPurposeDesc","","","nvarchar","100","50","0","y","",""
"","22","SponsoringCode","","","nvarchar","100","50","0","y","",""
"","23","SponsoringName","","","nvarchar","100","50","0","y","",""
"","24","OtherPurposeDesc","","","nvarchar","100","50","0","y","",""
"","25","IsAbroad","","","int","4","10","0","y","",""
"EMS_Mng_CostCatgoryII","1","ID","√","√","int","4","10","0","","",""
"","2","ParentID","","","int","4","10","0","y","",""
"","3","Type","","","nvarchar","100","50","0","y","",""
"","4","CostCode","","","nvarchar","100","50","0","y","",""
"","5","CostName","","","nvarchar","100","50","0","y","",""
"","6","Code","","","nvarchar","100","50","0","y","",""
"","7","Name","","","nvarchar","100","50","0","y","",""
"","8","IsCentralPurchase","","","int","4","10","0","y","",""
"","9","Proportion","","","nvarchar","100","50","0","y","",""
"","10","Status","","","int","4","10","0","y","",""
"","11","Version","","","int","4","10","0","y","",""
"EMS_Mng_ProcessType","1","ID","√","√","int","4","10","0","","","5Li76KGoSUQ="
"","2","ProcessType","","","varchar","50","50","0","y","","5rWB56iL57G75Z6L"
"","3","ProcessTypeName","","","varchar","50","50","0","y","","5rWB56iL57G75Z6L5ZCN56ew"
"","4","Description","","","varchar","50","50","0","y","","5o+P6L+w"
"","5","IsPersonal","","","bit","1","1","0","y","","5piv5ZCm5Li65Liq5Lq65rS75Yqo"
"","6","IsSpeaker","","","bit","1","1","0","y","","5piv5ZCm5piv6K6y6ICF"
"","7","IsThirdParty","","","bit","1","1","0","y","","5piv5ZCm5piv56ys5LiJ5pa5"
"","8","IsPurchase","","","bit","1","1","0","y","","5piv5ZCm5Li66YeH6LSt"
"","9","RecordStatus","","","int","4","10","0","y","","54q25oCB"
"","10","Item1","","","varchar","50","50","0","y","",""
"","11","Item2","","","varchar","50","50","0","y","",""
"","12","Item3","","","varchar","50","50","0","y","",""
"EMS_Mng_AttachmentType","1","ID","√","√","int","4","10","0","","","SUQ="
"","2","TypeID","","","int","4","10","0","y","",""
"","3","CName","","","nvarchar","100","50","0","y","","5Lit5paH5ZCN56ew"
"","4","EName","","","nvarchar","100","50","0","y","","6Iux5paH5ZCN56ew"
"","5","Type","","","int","4","10","0","y","","5omA5bGe57G7"
"","6","RecordStatus","","","int","4","10","0","y","","54q25oCBIDEtLeWQr+eUqCAyLS3npoHnlKg="
"","7","Version","","","int","4","10","0","y","",""
"EMS_Cfg_CostCategoryMappingAttType","1","ID","√","√","int","4","10","0","","",""
"","2","CostCategoryCode","","","nvarchar","100","50","0","y","",""
"","3","CostCategoryName","","","nvarchar","100","50","0","y","",""
"","4","AttahcmentTypeID","","","int","4","10","0","y","",""
"","5","AttachmentTypeName","","","nvarchar","100","50","0","y","",""
"","6","CostType","","","int","4","10","0","y","","6LS555So57G75Yir77yaMS7kuKrkuroyLuiusuiAhTMu5L6b5bqU5ZWGIDQu6YeH6LStIDUuR0M="
"","12","RecordStatus","","","int","4","10","0","y","",""
"Event_MasterInfo","1","Id","√","√","int","4","10","0","","",""
"","2","EMSGuid","","","nvarchar","100","50","0","y","",""
"","3","Folio","","","nvarchar","100","50","0","y","",""
"","4","ActivityName","","","nvarchar","100","50","0","y","",""
"","5","Applicant","","","nvarchar","100","50","0","y","",""
"","6","ApplicantAD","","","nvarchar","100","50","0","y","",""
"","7","ReplaceApplicantAD","","","nvarchar","100","50","0","y","",""
"","8","Type","","","int","4","10","0","y","",""
"","9","Department","","","nvarchar","100","50","0","y","",""
"","10","DeptCode","","","nvarchar","100","50","0","y","",""
"","11","Duty","","","nvarchar","100","50","0","y","",""
"","12","EmployeeNo","","","nvarchar","100","50","0","y","",""
"","13","EntryDate","","","datetime","8","23","3","y","",""
"","14","Director","","","nvarchar","100","50","0","y","",""
"","15","DirectorAD","","","nvarchar","100","50","0","y","",""
"","16","Tel","","","nvarchar","100","50","0","y","",""
"","17","Email","","","nvarchar","100","50","0","y","",""
"","18","ProcessRule","","","nvarchar","-1","-1","0","y","",""
"","19","StartDate","","","datetime","8","23","3","y","",""
"","20","EndDate","","","datetime","8","23","3","y","",""
"","21","DownloadDate","","","datetime","8","23","3","y","",""
"","22","CreateDate","","","datetime","8","23","3","y","",""
"","23","RecordStatus","","","int","4","10","0","y","",""
"","24","IsPersonal","","","int","4","10","0","y","((1))","5piv5ZCm5pyJ5Liq5Lq6IDAu5pivIDHlkKY="
"","25","IsSpeaker","","","int","4","10","0","y","((1))","5piv5ZCm5pyJ6K6y6ICFIDAu5pivIDEu5ZCm"
"","26","IsThirdParty","","","int","4","10","0","y","((1))","5piv5ZCm5pyJ56ys5LiJ5pa5IDAu5pivIDEu5ZCm"
"","27","IsPurchase","","","int","4","10","0","y","((1))","5piv5ZCm5pyJ6YeH6LStIDAu5pivIDEu5ZCm"
"","28","IsFinished","","","int","4","10","0","y","",""
"","29","CostCenterCode","","","nvarchar","100","50","0","y","",""
"","30","CostCenterName","","","nvarchar","100","50","0","y","",""
"","31","Item1","","","nvarchar","200","100","0","y","",""
"","32","Item2","","","nvarchar","200","100","0","y","",""
"","33","Item3","","","nvarchar","200","100","0","y","",""
"","34","IsBeginPayment","","","nvarchar","100","50","0","y","",""
"","35","IsSubmitService","","","int","4","10","0","y","((0))","MC0t6K6i5Y2V5Y+v5LuY5qy+5L2G5pyq5LiN5Y+v5Lul56Gu6K6k5pyN5YqhIDEtLeWPr+S7mOasvuS4lOWPr+ehruiupOacjeWKoSAyLS3noa7orqTmnI3liqHlrozmiJA="
"","36","IsCostType","","","int","4","10","0","y","","5Lya6K6u57G7bWVldGluZy/ph4fotK3nsbtwdXJjaGFzZS/otZ7liqnnsbtzcG9uc29y"
"EMS_Cfg_CostCategoryMappingAttType_1","1","ID","","","int","4","10","0","","",""
"","2","CostCategoryCode","","","nvarchar","100","50","0","y","",""
"","3","CostCategoryName","","","nvarchar","100","50","0","y","",""
"","4","AttahcmentTypeID","","","int","4","10","0","y","",""
"","5","AttachmentTypeName","","","nvarchar","100","50","0","y","",""
"","6","CostType","","","int","4","10","0","y","",""
"","7","RecordStatus","","","int","4","10","0","y","",""
"EventPurchase_CostAllocationInfo","1","ID","√","√","int","4","10","0","","",""
"","2","EMSGuid","","","nvarchar","100","50","0","y","","5rWB56iLR1VJRA=="
"","3","PurchaseGuid","","","nvarchar","100","50","0","y","",""
"","4","CRGuid","","","nvarchar","100","50","0","y","",""
"","5","VendorCode","","","nvarchar","100","50","0","y","",""
"","6","VendorName","","","nvarchar","100","50","0","y","",""
"","7","CostCenterCode","","","nvarchar","100","50","0","y","","5oiQ5pys5Lit5b+D5Luj56CB"
"","8","AcContent","","","nvarchar","100","50","0","y","",""
"","9","CostCenterName","","","nvarchar","100","50","0","y","","5oiQ5pys5Lit5b+D5ZCN56ew"
"","10","ProjectCode","","","nvarchar","100","50","0","y","","6aG555uu5Y+35Luj56CB"
"","11","ProjectName","","","nvarchar","100","50","0","y","","6aG555uu5Y+35ZCN56ew"
"","12","ProductCode","","","nvarchar","100","50","0","y","","5Lqn5ZOB5Y+35Luj56CB"
"","13","ProductName","","","nvarchar","100","50","0","y","","5Lqn5ZOB5Y+357Gz6L+H56iL"
"","14","Amount","","","numeric","9","18","2","y","","6YeR6aKd"
"","15","RecordStatus","","","int","4","10","0","y","","54q25oCB"
"","16","BillingAmount","","","nvarchar","100","50","0","y","",""
"","17","DeductibleTax","","","nvarchar","100","50","0","y","",""
"","18","NoTaxAmount","","","nvarchar","100","50","0","y","",""
"","19","CostCode","","","nvarchar","100","50","0","y","",""
"","20","CostName","","","nvarchar","100","50","0","y","",""
"","21","Description","","","nvarchar","1000","500","0","y","",""
"","22","TargetType","","","int","4","10","0","y","((0))",""
"EventMeeting_EventBasicInfo","1","ID","√","√","int","4","10","0","","",""
"","2","EMSGuid","","","nvarchar","100","50","0","y","","5rWB56iLR1VJRA=="
"","3","CostCategoryCode","","","nvarchar","100","50","0","y","","6LS555So57G75Yir5Luj56CB"
"","4","CostCategoryName","","","nvarchar","100","50","0","y","","6LS555So57G75Yir5ZCN56ew"
"","5","ProductCode","","","nvarchar","100","50","0","y","","5Lqn5ZOBSUQ="
"","6","ProductName","","","nvarchar","100","50","0","y","","5Lqn5ZOB5ZCN56ew"
"","7","ProjectCode","","","nvarchar","100","50","0","y","","6aG555uu5Y+3"
"","8","ProjectName","","","nvarchar","100","50","0","y","","6aG555uu5ZCN56ew"
"","9","CostCenterCode","","","nvarchar","100","50","0","y","","5oiQ5pys5Lit5b+D5Luj56CB"
"","10","CostCenterName","","","nvarchar","100","50","0","y","","5oiQ5pys5Lit5b+D5ZCN56ew"
"","11","TotalAmount","","","decimal","9","18","2","y","",""
"","12","RecordStatus","","","int","4","10","0","y","","54q25oCB"
"","13","CreateDate","","","datetime","8","23","3","y","","5Yib5bu65pe26Ze0"
"","14","UpdateDate","","","datetime","8","23","3","y","","5pu05paw5pe26Ze0"
"","15","PersonalPONo","","","nvarchar","100","50","0","y","",""
"","17","LockPaymentStatus","","","nvarchar","100","50","0","y","",""
"Takeda_VR_UserVR","1","ID","√","√","int","4","10","0","","",""
"","2","UserCode","","","varchar","50","50","0","y","",""
"","3","VRCode","","","varchar","50","50","0","y","",""
"","4","DivisionCode","","","varchar","50","50","0","y","",""
"","5","DeptCode","","","varchar","50","50","0","y","",""
"","6","SubDeptCode","","","varchar","50","50","0","y","",""
"","7","EntityCode","","","varchar","50","50","0","y","",""
"","8","BranchCode","","","varchar","50","50","0","y","",""
"","9","TitleCode","","","nvarchar","100","50","0","y","",""
"","10","CountryCode","","","varchar","20","20","0","y","",""
"","11","Recordstatus","","","nvarchar","100","50","0","y","",""
"EMS_Cfg_SpeakerQuater","1","id","√","√","int","4","10","0","","",""
"","2","Quater","","","int","4","10","0","y","",""
"","3","QuaterMonth","","","nvarchar","100","50","0","y","",""
"","4","QuaterStartDate","","","nvarchar","100","50","0","y","",""
"","5","QuaterEndDate","","","nvarchar","100","50","0","y","",""
"","6","RecordStatus","","","int","4","10","0","y","",""
"EMS_Mng_VendorInfo","1","ID","√","√","int","4","10","0","","",""
"","2","VendorCode","","","nvarchar","100","50","0","y","",""
"","3","VendorName","","","nvarchar","1000","500","0","y","",""
"","4","VendorEName","","","nvarchar","1000","500","0","y","",""
"","5","Address","","","nvarchar","1000","500","0","y","",""
"","6","EAddress","","","nvarchar","1000","500","0","y","",""
"","7","Telephone","","","nvarchar","100","50","0","y","",""
"","8","Fax","","","nvarchar","100","50","0","y","",""
"","9","TermsPaymentCode","","","nvarchar","100","50","0","y","",""
"","10","TermsPaymentCN","","","nvarchar","100","50","0","y","",""
"","11","TermsPaymentEN","","","nvarchar","100","50","0","y","",""
"","12","RecordStatus","","","int","4","10","0","y","",""
"","13","IsDirectPayment","","","int","4","10","0","y","",""
"VendorInfoB","1","ID","√","√","int","4","10","0","","",""
"","2","Code","","","nvarchar","100","50","0","y","",""
"EventMeeting_ThirdpartyReceivingInfo","1","ID","√","√","int","4","10","0","","",""
"","2","EMSGuid","","","nvarchar","100","50","0","y","",""
"","3","ThirdGuid","","","nvarchar","100","50","0","y","",""
"","4","Rate","","","nvarchar","100","50","0","y","",""
"","5","Person","","","nvarchar","100","50","0","y","",""
"","6","Place","","","nvarchar","100","50","0","y","",""
"","7","BuyerAD","","","nvarchar","100","50","0","y","",""
"","8","RecordStatus","","","int","4","10","0","y","",""
"","9","DeleteDate","","","nvarchar","100","50","0","y","",""
"EMS_Mng_CostCatgory_Special","1","ID","√","","int","4","10","0","","",""
"","2","ParentID","","","int","4","10","0","y","",""
"","3","Type","","","nvarchar","100","50","0","y","",""
"","4","CostCode","","","nvarchar","100","50","0","y","",""
"","5","CostName","","","nvarchar","100","50","0","y","",""
"","6","Code","","","nvarchar","100","50","0","y","",""
"","7","Name","","","nvarchar","100","50","0","y","",""
"","8","IsCentralPurchase","","","int","4","10","0","y","",""
"","9","Proportion","","","nvarchar","100","50","0","y","",""
"","10","Status","","","int","4","10","0","y","",""
"","11","DepartFlag","","","int","4","10","0","y","",""
